Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

12:17:38 AM    proc/s   cswch/s
12:17:39 AM      0.00    489.00
12:17:40 AM      0.00    496.00
12:17:41 AM      0.00    523.00
12:17:42 AM      0.00  16590.00
12:17:43 AM      0.00  17121.00
12:17:44 AM      0.00  16980.00
12:17:45 AM      8.00  17206.00
12:17:46 AM      0.00  16957.00
12:17:47 AM      0.00  16939.00
12:17:48 AM      0.00  17220.00
12:17:49 AM      0.00  17133.00
12:17:50 AM      0.00  17159.00
12:17:51 AM      0.00  17457.00
12:17:52 AM      0.00  12462.00
12:17:53 AM      0.00    523.00
12:17:54 AM      0.00    611.00
12:17:55 AM      0.00    575.00
12:17:56 AM      0.00    514.00
12:17:57 AM      0.00    574.00
12:17:58 AM      0.00    665.00
Average:         0.40   9409.70
