Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

12:38:16 AM    proc/s   cswch/s
12:38:17 AM      0.00    530.00
12:38:18 AM      0.00    535.00
12:38:19 AM      0.00    509.00
12:38:20 AM      0.00    425.00
12:38:21 AM      0.00  11692.00
12:38:22 AM      0.00  15689.00
12:38:23 AM      0.00  15897.00
12:38:24 AM      0.00  15491.00
12:38:25 AM      0.00  16336.00
12:38:26 AM      0.00  16512.00
12:38:27 AM      0.00  16125.00
12:38:28 AM      0.00  15708.00
12:38:29 AM      0.00  16061.00
12:38:30 AM      0.00  16399.00
12:38:31 AM      0.00  14601.00
12:38:32 AM      0.00    576.00
12:38:33 AM      0.00    486.00
12:38:34 AM      0.00    581.00
12:38:35 AM      0.00    608.00
12:38:36 AM      0.00    522.00
Average:         0.00   8764.15
