Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	02/29/2020 	_x86_64_	(48 CPU)

05:46:59 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:47:00 AM     all      2.13      0.00      0.00      0.00      0.00     97.87
05:47:00 AM       0    100.00      0.00      0.00      0.00      0.00      0.00
05:47:00 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM       9      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      10      0.99      0.00      0.00      0.00      0.00     99.01
05:47:00 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      12      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      15      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      16      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      17      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      18      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      19      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      20      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      21      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      22      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      23      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      24      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      25      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      26      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      27      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      28      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      29      1.01      0.00      0.00      0.00      0.00     98.99
05:47:00 AM      30      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      31      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      32      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      33      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      34      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      35      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      36      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      37      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      38      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      39      0.00      0.00      1.00      0.00      0.00     99.00
05:47:00 AM      40      0.00      0.00      0.00      0.00      0.00    100.00
05:47:00 AM      41      0.00      0.00      0.00      0.00      0.00    100.00
