Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

08:45:50 AM    proc/s   cswch/s
08:45:51 AM      0.00    666.00
08:45:52 AM      0.00    711.00
08:45:53 AM      0.00    581.00
08:45:54 AM      0.00    647.00
08:45:55 AM      0.00  99711.00
08:45:56 AM      0.00 286079.00
08:45:57 AM      0.00 285506.00
08:45:58 AM      0.00 285924.00
08:45:59 AM      0.00 286691.00
08:46:00 AM      0.00 286298.00
08:46:01 AM      0.00 286688.00
08:46:02 AM      0.00 286347.00
08:46:03 AM      0.00 286336.00
08:46:04 AM      0.00 286362.00
08:46:05 AM      0.00 286385.00
08:46:06 AM      0.00 142470.00
08:46:07 AM      0.00    646.00
08:46:08 AM      0.00    723.00
08:46:09 AM      0.00    624.00
08:46:10 AM      0.00    584.00
Average:         0.00 155498.95
