Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

12:43:25 AM    proc/s   cswch/s
12:43:26 AM      0.00    536.00
12:43:27 AM      0.00    481.00
12:43:28 AM      0.00    475.00
12:43:29 AM      0.00   4474.00
12:43:30 AM      0.00  13558.00
12:43:31 AM      0.00  16435.00
12:43:32 AM      0.00  16556.00
12:43:33 AM      0.00  16571.00
12:43:34 AM      0.00  16389.00
12:43:35 AM      0.00  16519.00
12:43:36 AM      0.00  16398.00
12:43:37 AM      0.00  16429.00
12:43:38 AM      0.00  16388.00
12:43:39 AM      0.00  16402.00
12:43:40 AM      0.00   9580.00
12:43:41 AM      0.00    519.00
12:43:42 AM      0.00    566.00
12:43:43 AM      0.00    538.00
12:43:44 AM      0.00    566.00
12:43:45 AM      0.00    612.00
Average:         0.00   8999.60
